"Severity","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","m12","m13","m14","m15","m16","m17","m18","m19","m20","m21","m22","m23","m24","m25","m26","m27","m28","m29","m30","m31","m32","m33","m34","m35","m36","m37","m38","m39","m40","m41","m42","m43","m44","m45","m46","m47","m48","m49","m50"
"R10867.bam",2,3.68576982944454,3.7020345418276,3.71006407825268,3.71801656232428,3.69393846162102,3.6364760700549,3.50931228066879,3.375,3.36627012647826,3.17859345303546,3.76114525616579,3.76060614797476,3.76121672722698,3.32222222222222,3.38179960152651,3.11111111111111,3.76018025031539,3.40974150858971,3.18754745101418,3.14285714285714,3.58793806303795,3.18754745101403,3.43628011664594,3.43628011664597,3.6,3.43628011664427,3.18754745101413,3.17633406675116,3.22681242674997,3.22558859760915,3.2378486451986,3.41666666666667,3.20317316616006,3.22664827880385,3.22485373006855,3.25899159211931,3.23971961147242,3.23238617971862,3.58794046295247,3.17228777011329,3.21829406924755,3.45553190784327,3.5,3.33333333333333,3.57285206718834,3.2742735309731,3.14967105753418,3.16948129511195,3.15621398601096,3.19108413729284
"R10868.bam",2,3.01229228389984,3.03466832928432,3.04570834948576,3.05667849378616,3.0235250982396,2.9848573452589,3.23713594064572,3.375,3.3504884857391,2.42951774032935,2.95392533725559,2.94965875892482,2.94978307387603,3.18888888888889,2.50669436660306,2.77777777777778,2.94843524962498,3.34671057736554,2.44030660631795,3.28571428571429,3.23715319394483,2.44030660631796,2.89525627911154,2.8952562791115,3.6,2.89525627911217,2.44030660631795,2.55304706178255,2.35654541384749,2.43651388899815,2.41414583611395,3.41666666666667,2.35521067739195,2.32607117052451,2.35173802832789,2.42566509101839,2.39076921285062,2.37130153090303,3.46811988150919,2.34741747770997,2.31791355310334,3.4548264468551,3.5,3.33333333333333,3.57285206718834,3.2742735309731,2.32794541931652,2.42128451509892,2.32761185319539,2.41244296013797
"R10869.bam",2,2.22870071762803,2.24359894458112,2.25088481397382,2.25817696454361,2.2361843352657,2.21387744566425,2.10708521976938,2.03571428571429,2.20568161192142,2.25470314098588,2.28713411231078,2.28302916386599,2.28334026492531,1.86666666666667,2.25362558982119,1.55555555555556,2.28120612908897,2.04599552950054,2.32869741558744,1.71428571428571,2.1071046976409,2.32869741558745,2.04224198857795,2.04224198857796,2,2.04224198857789,2.32869741558745,2.06751997854942,1.98155721815425,2.09795668108123,2.02973294735489,2.5,2.13151369146288,2.01763572075002,2.03822497146421,2.04087013799097,2.07123041103954,2.01762084606619,2.1071241761978,1.97226979942017,1.97661150553713,2.10714365544013,2.26666666666667,2.66666666666667,2.40419748748691,2.52954602199781,1.94269170067999,2.01360204345021,1.98587520209556,2.0755184893744
"R10870.bam",2,3.01229228389984,3.03466832928432,3.04570834948576,3.05667849378616,3.0235250982396,2.9848573452589,3.23713594064572,3.375,3.3504884857391,2.42951774032935,2.95392533725559,2.94965875892482,2.94978307387603,3.18888888888889,2.50669436660306,2.77777777777778,2.94843524962498,3.34671057736554,2.44030660631795,3.28571428571429,3.23715319394483,2.44030660631796,2.89525627911154,2.8952562791115,3.6,2.89525627911217,2.44030660631795,2.55304706178255,2.35654541384749,2.43651388899815,2.41414583611395,3.41666666666667,2.35521067739195,2.32607117052451,2.35173802832789,2.42566509101839,2.39076921285062,2.37130153090303,3.46811988150919,2.34741747770997,2.31791355310334,3.4548264468551,3.5,3.33333333333333,3.57285206718834,3.2742735309731,2.32794541931652,2.42128451509892,2.32761185319539,2.41244296013797
"R10871_R.bam",2,2.22870071762803,2.24359894458112,2.25088481397382,2.25817696454361,2.2361843352657,2.21387744566425,2.10708521976938,2.03571428571429,2.20568161192142,2.25470314098588,2.28713411231078,2.28302916386599,2.28334026492531,1.86666666666667,2.25362558982119,1.55555555555556,2.28120612908897,2.04599552950054,2.32869741558744,1.71428571428571,2.1071046976409,2.32869741558745,2.04224198857795,2.04224198857796,2,2.04224198857789,2.32869741558745,2.06751997854942,1.98155721815425,2.09795668108123,2.02973294735489,2.5,2.13151369146288,2.01763572075002,2.03822497146421,2.04087013799097,2.07123041103954,2.01762084606619,2.1071241761978,1.97226979942017,1.97661150553713,2.10714365544013,2.26666666666667,2.66666666666667,2.40419748748691,2.52954602199781,1.94269170067999,2.01360204345021,1.98587520209556,2.0755184893744
"R10872_R.bam",2,2.22870071762803,2.24359894458112,2.25088481397382,2.25817696454361,2.2361843352657,2.21387744566425,2.10708521976938,2.03571428571429,2.20568161192142,2.25470314098588,2.28713411231078,2.28302916386599,2.28334026492531,1.86666666666667,2.25362558982119,1.55555555555556,2.28120612908897,2.04599552950054,2.32869741558744,1.71428571428571,2.1071046976409,2.32869741558745,2.04224198857795,2.04224198857796,2,2.04224198857789,2.32869741558745,2.06751997854942,1.98155721815425,2.09795668108123,2.02973294735489,2.5,2.13151369146288,2.01763572075002,2.03822497146421,2.04087013799097,2.07123041103954,2.01762084606619,2.1071241761978,1.97226979942017,1.97661150553713,2.10714365544013,2.26666666666667,2.66666666666667,2.40419748748691,2.52954602199781,1.94269170067999,2.01360204345021,1.98587520209556,2.0755184893744
"R10873.bam",2,1.73019814595481,1.73364867684574,1.73525360479942,1.7369324487152,1.73193641394653,1.71889765814614,1,1,1,1.62880145741797,1.76659294376904,1.76133805755155,1.76188700190894,1,1.23382239838501,1,1.76004013743766,1,1.58830975612876,1,1,1.58830975612872,1.16047890460225,1.16047890460225,1,1.16047890460241,1.58830975612875,1.49860241786692,1.49963601098041,1.56586818559193,1.48089478699079,1,1.53249435326378,1.56051071573549,1.53583365098901,1.53375515170654,1.65617706457707,1.53132961971653,1,1.4210966556959,1.48048703886128,1,1,1,1,1,1.55133039859202,1.56852270207755,1.62520503616072,1.62860134350366
"R10874.bam",2,2.22870071762803,2.24359894458112,2.25088481397382,2.25817696454361,2.2361843352657,2.21387744566425,2.10708521976938,2.03571428571429,2.20568161192142,2.25470314098588,2.28713411231078,2.28302916386599,2.28334026492531,1.86666666666667,2.25362558982119,1.55555555555556,2.28120612908897,2.04599552950054,2.32869741558744,1.71428571428571,2.1071046976409,2.32869741558745,2.04224198857795,2.04224198857796,2,2.04224198857789,2.32869741558745,2.06751997854942,1.98155721815425,2.09795668108123,2.02973294735489,2.5,2.13151369146288,2.01763572075002,2.03822497146421,2.04087013799097,2.07123041103954,2.01762084606619,2.1071241761978,1.97226979942017,1.97661150553713,2.10714365544013,2.26666666666667,2.66666666666667,2.40419748748691,2.52954602199781,1.94269170067999,2.01360204345021,1.98587520209556,2.0755184893744
"R10875.bam",2,2.05274660794407,2.0444833656996,2.0404712787386,2.03648857827157,2.048582533022,2.09151300109953,2.72110733452003,2.69642857142857,2.93703990960672,2.17057275616518,2.10142423744731,2.09494266942434,2.09430768093629,2.65555555555556,2.02809289485201,2.66666666666667,2.09466981272543,2.66824144911861,2.00113801992903,2.57142857142857,2.73336669510471,2.00113801992915,1.85313500198606,1.85313500198604,2.4,1.85313500198592,2.00113801992902,2.19745400917876,2.09737408491729,2.02089418863254,2.10002880143695,3.08333333333333,2.11410496734037,2.11115101911514,2.04903009685381,2.17592276900108,2.12519777573604,2.11155651675518,2.77304822504069,1.99546233987542,2.04879350901891,2.77305005600189,2.7,2.66666666666667,2.82418980346268,3.11808736308508,2.11683926286606,2.15914020608732,2.12779433711799,2.19244617933646
"R10882.bam",0,1.3000256457633,1.30671621855191,1.31001906558541,1.31326463752363,1.30339064628022,1.31792700871849,1.04746160151053,1,1,1.80255839954643,1.28754067653565,1.28346981516703,1.28260432692461,1.06666666666667,1.27837779994497,1.22222222222222,1.28181732691847,1.03360811160244,1.83466663234746,1,1,1.83466663234752,1.21607221261837,1.21607221261839,1,1.21607221261835,1.83466663234746,1.52110866836027,1.47614785818215,1.53386429213231,1.53891233924029,1,1.59536132701262,1.48294579850437,1.50397340298385,1.50080878469371,1.49530352639995,1.51956683014901,1,1.57815581458985,1.48929321207382,1,1,1,1,1,1.48415851358945,1.53360392246749,1.4659437017975,1.49780409670791
"R10883.bam",0,1.73019814595481,1.73364867684574,1.73525360479942,1.7369324487152,1.73193641394653,1.71889765814614,1,1,1,1.62880145741797,1.76659294376904,1.76133805755155,1.76188700190894,1,1.23382239838501,1,1.76004013743766,1,1.58830975612876,1,1,1.58830975612872,1.16047890460225,1.16047890460225,1,1.16047890460241,1.58830975612875,1.49860241786692,1.49963601098041,1.56586818559193,1.48089478699079,1,1.53249435326378,1.56051071573549,1.53583365098901,1.53375515170654,1.65617706457707,1.53132961971653,1,1.4210966556959,1.48048703886128,1,1,1,1,1,1.55133039859202,1.56852270207755,1.62520503616072,1.62860134350366
"R10884_R.bam",0,2.51378971222662,2.52471806154894,2.53007714031136,2.53543397795775,2.51927717692043,2.48987755774079,2.94625321373011,2.16071428571429,2.40368105324941,2.2092960983512,2.43338416872391,2.42796765260997,2.42832981085968,1.94444444444444,2.3789774981285,1.55555555555556,2.42726925797366,2.18932495539806,2.14927750349621,1.71428571428571,2.94627090006587,2.14927750349624,2.42858963562068,2.42858963562064,2,2.42858963562163,2.1492775034962,2.26343500587163,2.11871834345333,2.11166444892431,2.11541984594031,3.08333333333333,2.08767748688082,2.10620671975511,2.04434770138135,2.17602196371889,2.17980257006201,2.1059463731445,2.94628858672308,2.0381339223893,2.05183961006353,2.94630627370175,2.5,2.66666666666667,2.7093682113831,3.49144721719487,2.09076699841424,2.14142077279273,2.10551597725802,2.19190171055955
"R10885.bam",0,0.801523074090081,0.796765950816535,0.794387856411012,0.792020121695218,0.79914272496105,0.822947221200379,1,1,1,1.09412816479614,0.766999507994767,0.761778708850758,0.761151063908029,1,0.984473414517961,1,0.760651335267155,1,1.09433708583072,1,1,1.09433708583087,0.986381432312275,0.986381432312286,1,0.986381432312263,1.09433708583073,1.05867645207994,1.06781587373501,1.05251921704166,1.06297499393173,1,1.05583369189596,1.06007259543075,1.05760776923053,1.05905561663289,1.0689771088253,1.06834214171302,1,1.06953753620765,1.05722791573121,1,1,1,1,1,1.12812565061809,1.14163831316455,1.13474874760235,1.14535347172985
"R10886_2.bam",1,1.3000256457633,1.30671621855191,1.31001906558541,1.31326463752363,1.30339064628022,1.31792700871849,1.04746160151053,1,1,1.80255839954643,1.28754067653565,1.28346981516703,1.28260432692461,1.06666666666667,1.27837779994497,1.22222222222222,1.28181732691847,1.03360811160244,1.83466663234746,1,1,1.83466663234752,1.21607221261837,1.21607221261839,1,1.21607221261835,1.83466663234746,1.52110866836027,1.47614785818215,1.53386429213231,1.53891233924029,1,1.59536132701262,1.48294579850437,1.50397340298385,1.50080878469371,1.49530352639995,1.51956683014901,1,1.57815581458985,1.48929321207382,1,1,1,1,1,1.48415851358945,1.53360392246749,1.4659437017975,1.49780409670791
"R10887.bam",1,2.51378971222662,2.52471806154894,2.53007714031136,2.53543397795775,2.51927717692043,2.48987755774079,2.94625321373011,2.16071428571429,2.40368105324941,2.2092960983512,2.43338416872391,2.42796765260997,2.42832981085968,1.94444444444444,2.3789774981285,1.55555555555556,2.42726925797366,2.18932495539806,2.14927750349621,1.71428571428571,2.94627090006587,2.14927750349624,2.42858963562068,2.42858963562064,2,2.42858963562163,2.1492775034962,2.26343500587163,2.11871834345333,2.11166444892431,2.11541984594031,3.08333333333333,2.08767748688082,2.10620671975511,2.04434770138135,2.17602196371889,2.17980257006201,2.1059463731445,2.94628858672308,2.0381339223893,2.05183961006353,2.94630627370175,2.5,2.66666666666667,2.7093682113831,3.49144721719487,2.09076699841424,2.14142077279273,2.10551597725802,2.19190171055955
